Siecle,Nationalite,Philosophe,Texte,Oeuvre,Citation,Image,art,autrui,bonheur,conscience,corps,culture,désir,devoir,droit,échanges,État,histoire,idée,illusion,imagination,inconscient,jugement,justice,langage,liberté,logique,morale,mémoire,métaphysique,mort,nature,passions,pouvoir,politique,religion,science,sens,technique,temps,travail,vérité,violence,volonté
XVIIIe siecle,Allemand,Georg Hegel,"Pour Hegel, l'Etat est finalement inscrit dans le processus historique, c'est la réalisation de la Raison Absolu (""Dernier moment""). L'homme devient autonome et libre, il maîtrise ses passions. 
L'histoire est pour Hegel le passage du mouvement spirituel des moments montré plus haut; c'est la manifestation de la raison. Une des critiques de la pensée d'Hegel est la légitimation par l'Histoire de faits cruels n'etant qu'une étape vers la réalisation de l'Esprit par l'ultra rationalisation. 
",,,https://upload.wikimedia.org/wikipedia/commons/b/bf/1831_Schlesinger_Philosoph_Georg_Friedrich_Wilhelm_Hegel_anagoria.JPG,,,,,,,,,,,x,x,,,,,,,,x,,,,,,,x,,,,,,,,,,,
XVIIIe siecle,Allemand,Georg Hegel,"Engendrée par le désir, la Conscience (le moi) est toujours en affrontement avec la Conscience d'Autrui. 
Pour Hegel, le désir et la conscience naît dans Autrui. Le désir engendre le moi",,,https://upload.wikimedia.org/wikipedia/commons/b/bf/1831_Schlesinger_Philosoph_Georg_Friedrich_Wilhelm_Hegel_anagoria.JPG,,x,,x,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XVIIIe siecle,Allemand,Georg Hegel,"La logique sert pour Hegel à comprendre le déploiement de l'Idée par la logique dialectique. La fameuse dialectique hégélienne est essentiellement la marche de la pensée procédant par contradictions surmontées. => Thèse, antithèse et synthèse. Il appelle la Contradiction ou La Négation l'acte de supprimer et de nier en conservant sans anéantir. 
Hegel est le philosophe du ""Systeme"" par excellence. Par Système, on entend un ensemble organisé et clos dont tous les éléments sont dépendants, une connaissance formant une unité et englobant tous les éléments de la pensée et de la vie. La Raison gouverne le monde et son but est d'arriver à ses desseins. ",,,https://upload.wikimedia.org/wikipedia/commons/b/bf/1831_Schlesinger_Philosoph_Georg_Friedrich_Wilhelm_Hegel_anagoria.JPG,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,x,,
XVIIIe siecle,Allemand,Georg Hegel,"L'Idée d'Hegel est non pas une représentation subjective mais un principe dynamique, c'est la connaissance formant l'unité du Système. La metaphysique existe à différents niveaux: 1-Premier moment (Idée), la pensée identique à elle-même (naît intérieurement). 3-Deuxième moment (Idée), la pensée qui sort d'elle-même et s'extériorise (S'étend extérieurement). 3- Le dernier moment (Idée), elle revient en elle-même et se déploie comme l'Esprit, parvenant à l'Absolu. Hegel cherche à montrer que la philosophie doit englober tout ce qui est, dans sa totalité. « Saisir et comprendre ce qui est, telle est la tâche de la philosophie ».
",,,https://upload.wikimedia.org/wikipedia/commons/b/bf/1831_Schlesinger_Philosoph_Georg_Friedrich_Wilhelm_Hegel_anagoria.JPG,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,x,,
XVIIIe siecle,Allemand,Georg Hegel,"La raison n'agit pas par elle-même mais laisse agir à sa place ses passions. Par la Religion et la philosophie, l'homme s'élève vers le monde des idées et délivre l'Esprit de ses particularités (du monde sensible).
",,,https://upload.wikimedia.org/wikipedia/commons/b/bf/1831_Schlesinger_Philosoph_Georg_Friedrich_Wilhelm_Hegel_anagoria.JPG,,,,,,,,,,,,,x,,,,,,,,x,,,,,,,,,x,,x,,,,,,
XVIIIe siecle,Allemand,Georg Hegel,"Dans la doctrine hégélienne, l'art manifeste l'Absolu sous une forme sensible. Il exprime physiquement le dernier moment. L'Esprit devient un objet. Le Beau symbolise la matérialisation de l'idée.
L'Esthétique est la réflexion philosophique de l'Art : la philosophie des Beaux Arts.",,,https://upload.wikimedia.org/wikipedia/commons/b/bf/1831_Schlesinger_Philosoph_Georg_Friedrich_Wilhelm_Hegel_anagoria.JPG,x,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,
XVIIIe siecle,Allemand,Georg Hegel,"Revenant sur le principe de négation, Hegel montre que le travail est un procesus de négation : travailler c'est nier la nature pour la vaincre, soumettre le monde extérieur à la force humaine. C'est l'appropriation de la nature en culture.",,,https://upload.wikimedia.org/wikipedia/commons/b/bf/1831_Schlesinger_Philosoph_Georg_Friedrich_Wilhelm_Hegel_anagoria.JPG,,,,,,x,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,x,,,
XVIIe siecle,Irlandais,George Berkeley,"Immatérialisme: Deux types d'existences: les idées qui sont passives et les esprits qui sont actifs. Dieu est un esprit supremement actif. Il refuse l'existence de toutes substances matérielles. Et si rien de matériel n'explique l'existence des idées, alors leur cause ne peut être que Dieu. Locke différenciait déjà les idées ""secondaires"" (couleur, chaleur,...) ne ressemblant en rien au monde réel VS les idées de qualités première (forme, dimension, solidité,...) ressemblant aux choses existantes. Pour Berkeley, les premières et secondaires sont identiques, les deux sont issues de nos sens. Les choses ne seraient qu'une ""collection d'idée"", une pomme n'est pas une pomme mais un ensemble de qualité sensible que l'expérience nous montre toujours réunies. L'origine de nos idées, de toutes choses, des perceptions reçus par nos sens, hors du champs de notre volonté, proviennent de Dieu. L'athéisme est impossible. Il n'existe rien d'absolu. Tout n'est qu'une projection de Dieu.Le langage utilise des mots pour décrire différentes qualités d'une chose (ex : la couleur et la forme d'une table), nous faisant croire que ces deux caractéristiques ont une existence propre, presque matérielle. Alors que ce ne sont que des idées, des perceptions qui n'existent pas dans le monde matériel. Il a derriere le langage un pouvoir trompeur.Les idées : production de l'individu sans correspondance matérielle",,,https://upload.wikimedia.org/wikipedia/commons/5/5d/John_Smibert_-_Bishop_George_Berkeley_-_Google_Art_Project.jpg,,,,,,,,,,,,,x,,,,,,x,,,,,,,,,,,,,,,,,,,
XVIIe siecle,Italien,Giambattista Vico,"Vico s'interesse a l'histoire des nations: 
Les nations passent par 3 âges : divin, héroïque et humain. Le cycle recommence au premier quand le dernier se termine. Le ""CorsoPrincipe"" est le fait de passer d'un âge à l'autre. Le ""RecorsoPrincipe"" est celui de recommencer au premier âge après que l'âge des hommes ait sombré dans l'anarchie. L'Âge divin est marqué par les mythes, gouverne par un régime théologique. L'Âge héroïque est lui marqué par les poèmes épiques, conservant ce régime théologique. Puis l'Âge humain est marqué par le droit et la philosophie, avec un régime démocratique.",,,https://upload.wikimedia.org/wikipedia/commons/e/e9/Giambattista-Vico.jpg,,,,,,,,,x,,x,x,,,,,,,,,,,,,,,,,,,,x,,,,,,
XVIIe siecle,Allemand,Gottfried_Wilhelm Leibniz,"Théorie des idées: La metaphysique est l' objet de la pensée, ni forcément innée comme disait Descartes, ni complètement empirique comme le disait Locke. Leibniz souligne le dynamisme spirituelle de l'homme. Le « principe de non-contradiction » est la loi qui interdit d'affirmer et nier le même terme ou la même proposition. Le principe de raison suffisante est que rien n'est sans raison ou autrement dit qu’il n’y a pas d’effet sans cause.",,,https://upload.wikimedia.org/wikipedia/commons/c/ce/Gottfried_Wilhelm_Leibniz%2C_Bernhard_Christoph_Francke.jpg,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,
XVIIe siecle,Allemand,Gottfried_Wilhelm Leibniz,"Les monades: Contrairement à Descartes qui ramène la matière à une étendue géométrique, Leibniz pense qu'elle est constituée de monades, comme des atomes spirituels, analogues à des ames. C'est l'action des monades qui agit comme force  fluide sur l'univers. Ces monades sont à la fois perçues de manière consciente (aperception) et inconsciente (perception sans aperception). Tout comme une promenade le bord de la mer, on peut percevoir des élements distincts (mer, plage, vent,...) mais aussi une infinité de petites choses (chaque ressenti du vent sur la peau, chaque odeur, chaque nuance de couleur,...). Tout cela me renvoit à la totalité de la réalité. Descartes pensait que toute pensée s'accompagne de conscience.
L'harmonie préétablie: Etudie le rapport entre les monades. Dieu aurait voulu créer un ensemble cohérent harmonieux à toutes les substances.
",,,https://upload.wikimedia.org/wikipedia/commons/c/ce/Gottfried_Wilhelm_Leibniz%2C_Bernhard_Christoph_Francke.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,
XVIIe siecle,Allemand,Gottfried_Wilhelm Leibniz,"""Théodicée et Principe du meilleur"": Comment justifier le mal présent dans l'univers? Dieu n'est pas responsable. Il aurait selon le principe du meilleur créé le meilleur des mondes possibles. Dieu est la cause dernière de toute choses. Le monde actuel est le meilleur possible selon une infinité théorique. Les plaisirs conduisent au bonheur même il existe des maux ou douleurs qui sont les conditions même du plaisir. Sans le vignaigre, le miel n'aurait pas de saveur. Le mal n'est que l'ombre du bien.",,,https://upload.wikimedia.org/wikipedia/commons/c/ce/Gottfried_Wilhelm_Leibniz%2C_Bernhard_Christoph_Francke.jpg,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,
XIVe siecle,Britannique,Guillaume d'Occam,Occam prone la séparation de la foi et de la raison et discrédite la hiérarchie entre philosophie et théologie et entre la science et Dieu. Occam est le précurseur de l'empirisme anglais.,,,https://upload.wikimedia.org/wikipedia/commons/2/20/Guillaume_Occam.jpg,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,x,x,,,,,,,
XIVe siecle,Britannique,Guillaume d'Occam,Philosophie du langage : la connaissance s'appuie sur les choses sensibles et non purement conceptuels. D'Occam défend l'utilisation des Universaux dans le langage courant/métaphysique (sémiologie) mais pas dans la science (l'ontologie). Il etudie la relation entre le mot et les concepts mentaux.,,,https://upload.wikimedia.org/wikipedia/commons/2/20/Guillaume_Occam.jpg,,,,,,,,,,,,,,,,,,,x,,x,,,,,,,,,,,x,,,,,,
XIVe siecle,Britannique,Guillaume d'Occam,"Le principe du rasoir d'Ockham ou principe de parcimonie: ""Il ne faut pas multiplier les entités sans nécessité"" ou ""c'est en vain que l'on fait avec plusieurs ce que l'on peut faire avec un petit nombre"". Ce principe tiré des faits pose que les idées sont un concept superflu pour décrire le monde; c'est la science qui introduit la différence entre le mouvement dynamique (que nous engendrons) du mouvement cinétique (engendré par des interactions, dont des collisions).Terminisme : Logique qui analyse le sens des termes.",,,https://upload.wikimedia.org/wikipedia/commons/2/20/Guillaume_Occam.jpg,,,,,,,,,,,,,x,,,,,,,,x,,,,,,,,,x,,,,,,,,
XXe siecle,Allemande/Américaine,Hannah Arendt,"Pour Arendt, l'acte d'action étant imprévisible, les conséquences de l'action le sont également. La liberté ne repose donc pas sur le libre arbitre. La nature est un concept de la création sans causalité, sans prévisibilité.L'action est pour Arendt la plus verteuse des 3 principales activités humaine. C'est la caractéristique de l'animal politique (zoon politikon). En agissant sur la sphère publique, l'homme présente sa singularité et donc trouve sa liberté. Grâce aux intéractions avec les autres, autre qu'une simple fonction (division du travail) l'action renvoit ce que nous sommes et non ce que nous faisons. La fin de l'action est l'action en soi.L'œuvre (ou technique) caractérise l'homme. Arendt la définie comme la production d'objets destinés à l'usage au lieu de la simple consommation immédiate. C'est une matière dont les attributs sont la stabilité et la durée. Elle sort donc du monde naturel animal pour rentrer dans le monde purement humain. Mais de part la nécessité de l'usage de l'objet, l'homme n'est pas 100% libre dans sa réalisation.Arendt définie le travail comme l'activité visant à assurer la conservation de la vie (subvenir à ses besoins vitaux). Le produit du travail est constamment consommé et n'est jamais permanent. L'homme est donc soumis à la satisfaction de ses besoins pour survivre et se rapproche de l'animal. Le travail est par conséquent l'activité la moins humaine de l'homme (animal laborans)",,,https://upload.wikimedia.org/wikipedia/commons/b/b1/Hannah_Arendt_1933.jpg,,,,,,x,x,,,x,,,,,,,,,,x,,,,,,x,,,,,,,x,,x,,,
XVIIe siecle,Français,Jean Meslier,"Prête eprouvant de la haine en ce que l'institution religieuse etait devenue dans son temps, Meslier dénonce la noblesse et le clergé qui oppriment les pauvres. Il en vient a dénoncer Dieu, malhonnête, et l'Eglise, crédule, qui persécute le peuple au nom d'un Dieu supposé bon, croyant au miracle. Dieu est espiègle, vil et perfide. Pour lui la veritable religion doit etre de faire usage de la raison car ""Dieu nous à donner la religion en nous donnant la raison"".",,"""Dieu nous à donner la religion en nous donnant la raison.""",https://upload.wikimedia.org/wikipedia/commons/2/27/Meslier.jpg,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,x,,,,,,x,,
XVIIIe siecle,Français,Jean-Jacques Rousseau,"Pour Rousseau, la liberte est le principe inné, intuitif et immédiat, émane de Dieu. L'homme se définie par sa liberté et sa conscience. 
",,,https://upload.wikimedia.org/wikipedia/commons/b/b7/Jean-Jacques_Rousseau_%28painted_portrait%29.jpg,,,,x,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,
XVIIIe siecle,Français,Jean-Jacques Rousseau,"Etat de Nature: l'homme naturel peut survenir lui-même à ses besoins, il est donc heureux. Il fait naturellement preuve de pitié et peut sentir la souffrance d'autrui. La pitié modèle l'amour de soi et permet la conservation de l'espèce. Contrairement à l'animal, l'homme est perfectible, amener à progresser et évoluer. Il peut cependant évoluer vers soit le bien soit le mal.
Amour de soi: conservation de soi même.
Amour propre: né dans la société, soi a plus de valeur qu'autrui.",,,https://upload.wikimedia.org/wikipedia/commons/b/b7/Jean-Jacques_Rousseau_%28painted_portrait%29.jpg,,x,,,,,,,,,x,,,,,,,,,,,,,,,x,,,,,,,,,,,,
XVIIIe siecle,Français,Jean-Jacques Rousseau,"Perfectibilité: L'homme peut progresser, et s'ouvrir ainsi au développement et à l'histoire. Il est intelligent et inventif. ",,,https://upload.wikimedia.org/wikipedia/commons/b/b7/Jean-Jacques_Rousseau_%28painted_portrait%29.jpg,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,
XVIIIe siecle,Français,Jean-Jacques Rousseau,"[Le Contrat Social]: Le Contral Social est le remède au mal, il forme le droit politique et la loi. Les citoyens abandonnent leur liberté naturelle pour une liberté politique, du droit naturel au droit souverain. Le pouvoir souverain est l'exercice de la volonté général pour l'intérêt commun, chaque citoyen y contribue et s'y reconnait. Cela permet la Loi et donc la guarantie de la liberté et de la justice. Rousseau fait toutefois le rejet du régime réprésentatif, le pouvoir politique ne peut et ne doit pas se transmettre. On ne peut pas déléguer son pouvoir politique""Le mal social"": revers de la médaille de la perfectibilité.
La propriété: ""celui qui a dit ""ceci est à moi"" est le premier fondateur de la société civile"". Elle est le fondement de la société civile car d'elle decoule la culture et l'organisation, source des inégalités politiques et économiques. La société civile régie par la violence, sans droit, conduit au despotisme. ",,,https://upload.wikimedia.org/wikipedia/commons/b/b7/Jean-Jacques_Rousseau_%28painted_portrait%29.jpg,,,,,,x,,,x,x,,,,,,,,x,,x,,,,,,,,x,x,,,,,,,,,x
XXe siecle,Français,Jean-Paul Sartre,"L'homme est condamné à être libre, à posséder un libre arbitre. il a le pouvoir de dire oui ou non. Cela donne naissance à l'angoise.
L'angoisse: L'immensité des choix conduit à l'angoisse. A différencier de la peur qui repose sur un objet (j'ai peur de quelque chose). L'angoisse naît du néant, de la prise de conscience que l'existence est libre; que le sujet est responsable. Il n'y a plus d'excuse.
",,,https://upload.wikimedia.org/wikipedia/commons/e/ef/Sartre_1967_crop.jpg,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,
XXe siecle,Français,Jean-Paul Sartre,"La Mauvaise foi: La conscience (voire l'inconscience) du sujet cherche à échapper à cette liberté et fuit par la pratique de la mauvaise foi. Ce sont les excuses des déterminismes psychologiques, les idéologies, ou les mythes qui sont les alibis de ma non responsabilité. 
La saisie de soi même devant l'autre. Je me sens en danger, ""figé au milieu du monde"". ""L'enfer c'est les autres""
De la même manière que Nietzsch, Sartre admet que Dieu est mort, que l'homme se retrouve face à ses responsabilités. Cela le conduisant à l'angoisse et au désespoir. L'homme est libre et pour échapper à cette angoisse, il doit éviter de se réfugier dans la mauvaise foi. Il doit faire, agir pour lui même, se projeter hors de lui. ""C'est en cherchant hors de lui un but qui est telle libération, telle réalisation particulière, que l'homme se réalise précisemment comme humain"". La nature de l'homme est de vivre hors de la raison et de la logique. Il prend conscience de l'absurdité de son existence ainsi que son caractère subjectif. Ainsi, il se détermine par ses choix grâce à la liberté.C'est la transcendance de l'homme (sa capacité à s'extirper hors de lui-même) qui conduit l'homme à la liberté et au bonheur.",,,https://upload.wikimedia.org/wikipedia/commons/e/ef/Sartre_1967_crop.jpg,,x,x,x,,,,,,,,,,,,x,,,,,,,,,x,,,,,x,,,,,,,,
XVIIIe siecle,Britannique,Jeremy Bentham,"Dans la logique de la pensée de Bentham, l'Etat est nécessaire car c'est lui qui est légitime pour garantir les droits des individus. Pour être juste et défendre les intérêts de tous, il doit être démocratique. Il défend toutefois une démocratie élitiste où les votants doivent payer le cens. 
",,,https://upload.wikimedia.org/wikipedia/commons/c/c8/Jeremy_Bentham_by_Henry_William_Pickersgill_detail.jpg,,,,,,,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,
XVIIIe siecle,Britannique,Jeremy Bentham,"La pensee de Bentham est proche de l'utilitarisme. On peut quantifier si une action est morale ou ne l'est pas. L'action morale est celle qui réunit le plus grand nombre de critères du plaisir. 
""Durée : Un plaisir long et durable est plus utile qu'un plaisir passager ;
Intensité : Un plaisir intense est plus utile qu'un plaisir de faible intensité ;
Certitude : Un plaisir est plus utile si on est sûr qu'il se réalisera ;
Proximité : Un plaisir immédiat est plus utile qu'un plaisir qui se réalisera à long terme ;
Étendue : Un plaisir vécu à plusieurs est plus utile qu'un plaisir vécu seul ;
Fécondité : Un plaisir qui en entraîne d'autres est plus utile qu'un plaisir simple ;
Pureté : Un plaisir qui n'entraîne pas de souffrance ultérieure est plus utile qu'un plaisir qui risque d'en amener.""
Opposé à Mill. Dans la pure lignee utilitariste, le bonheur de Bentham est lié à la quantité de plaisir. De plus, le bonheur de l'individu s'indentifie avec les intérêts de l'humanité. ",,,https://upload.wikimedia.org/wikipedia/commons/c/c8/Jeremy_Bentham_by_Henry_William_Pickersgill_detail.jpg,,,x,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,
XVIIe siecle,Anglais,John Locke,"Locke est le fondateur de l'Empirisme. L'Empirisme nie que l'esprit humain ait des vérités innées, et c'est par l'expérience, les sens qu'on acquit le savoir. 
",,,https://upload.wikimedia.org/wikipedia/commons/b/b8/John_Locke.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,x,,
XVIIe siecle,Anglais,John Locke,"Dans l'état de nature, les hommes naissent libres. Le Divin leur apporte de quoi défendre leurs biens. 
Le Droit naturel est antérieur aux institutions. Les institutions ne feront que défendre ce principe et donc devront être limitées au maximum. Il prone la séparation de l'église et l'Etat. La Religion est une affaire strictement privée.
",,,https://upload.wikimedia.org/wikipedia/commons/b/b8/John_Locke.jpg,,,,,,,,,,,x,,,,,,,,,,,,,,,x,,,,,,,,,,,,
XVIIe siecle,Anglais,John Locke,"La loi : La liberté sans la loi est anarchie. Le droit accroit la liberté. 
La liberté : ""la liberté consiste à ne subir ni contrainte ni violence, ce qui est impossible sans loi"". 
Autrement, elle consiste a de ne pas dépendre du vouloir arbitraire d'un autre. L'Etat est seul garant de la propriété privée, fait usage de la contrainte pour le respect des lois",,,https://upload.wikimedia.org/wikipedia/commons/b/b8/John_Locke.jpg,,,,,,,,,x,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,
XXe siecle,Américain,John Rawls,"Pour Rawls, la justice doit suivre deux principes :
1-Le premier et aussi le prioritaire est le ""Principe de liberté"" où la liberté maximale doit être garantie a chacun dans la limite de la liberté d'autrui. 
2-Le second est le ""principe de différence"" (ou d'inégalité) qui justifierait les justes inégalités économiques. Ces inégalités sont admises à deux conditions: 
a-la premiere condition essentielle est l'égalité des chances, c'est à dire que les situations procurant des avantages doivent être accessibles à tous. 
b-La deuxième impose que la société élever le plus possible la place des plus défavorisés par une politque redistributive des richesses. ",,,,,,,,,,,,,,,,,,,,,x,,x,,x,,,,,,,,,,,,,,,,
XXe siecle,Américain,John Rawls,"Pour ouvrir sa celebre theorie de la justice, Rawls se base sur l'origine de la societe, au moment imagine de la rédaction du contrat social. Devant s'accorder sur un système de coopération, chacun essaiera de défendre ses intérêts tout en n'ayant aucune idée de leur futur place dans la societe. Rawls appelera cette méconnaissance des individus le ""voile d'ignorance"". Le principe suivis par ces derniers suit la même logique que la théorie des jeux. Avec des informations limitées sur sa situation et celle des autres, l'individu maximisera son gain en minimisant ses pertes. Ainsi, en envisageant le pire, les individus s'entenderaient pour que la place la plus inférieure dans la société devrait être la plus élevée possible. Deux grands principes fonderont les bases de la société. Le premier et aussi le prioritaire est le ""Principe de liberté"" où la liberté maximale doit être garantie a chacun dans la limite de la liberté d'autrui. Le second est le ""principe de différence"" (ou d'inégalité) qui justifierait les justes inégalités économiques.",,,,,,,,,,,,,x,,,,,,,,x,,x,,,,,,x,,,x,,,,,,x,,,
XIXe siecle,Britannique,John_Stuart Mill,L'individu n'a pas de compte à rendre à la société pour ses actes si ceux-ci n'influent pas l'intérêt sur des autres. La liberté est dans la protection de toute contrainte.,,,https://upload.wikimedia.org/wikipedia/commons/9/99/John_Stuart_Mill_by_London_Stereoscopic_Company%2C_c1870.jpg,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,x,,,,,,,,,
XIXe siecle,Britannique,John_Stuart Mill,"Utilitarisme: L'utilité est le seul critère de la moralité. Autrement dit, une action est bonne si elle contribue au bohneur du plus grand nombre.Le bonheur est le plaisir et l'absence de douleur. Le bonheur est lié à la qualité des plaisirs. Ex : les plaisirs de l'esprit sont plus importants que ceux du corps.  Il est opposé à Bentham, qui lui pense que la quantite de bonheur est lie a la quantite des plaisirs.  Pour Mill, il y a une différence entre le bonheur privé et le bonheur public qui est plus importante. En gros, Société > Individu",,,https://upload.wikimedia.org/wikipedia/commons/9/99/John_Stuart_Mill_by_London_Stereoscopic_Company%2C_c1870.jpg,,,x,,x,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,
XXe siecle,Austro-hongrois/Autrichien/Britannique,Karl Popper,"L'histoire n'est pas une science, elle n'est pas sujette à des lois universelles et ne peut donc être prédite. Elle n'a pas de sens. ",,,https://upload.wikimedia.org/wikipedia/commons/4/43/Karl_Popper.jpg,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,
XXe siecle,Austro-hongrois/Autrichien/Britannique,Karl Popper,"Comment définir la science? Comment savoir que la science est de la science mais pas une autre matière? Autrement dit, qu'est ce qui définit la science? Définition 1 : tirer des lois universelles basées sur l'expérience. (Bacon) Mais on peut toujours trouver des exceptions (Hume). De plus, les théories scientifiques d'Einstein sont assez éloignées de l'observation. 
Une théorie est scientifique si elle peut être testée et réfutée. (ex : expérience de Galilée, la hauteur à laquelle on peut élever un liquide est inversement proportionnelle à sa densité) => facilement démontrable et réfutable. On pourra donc toujours infirmer une hypothèse scientifique mais jamais la confirmer à 100%. Elles sont également provisoire, vraie jusqu'à prouver le contraire.
Les autres sciences: Il existe d'autres sciences qui ne peuvent être réfutables (ex : marxisme ou psychologie). Elles ont le défaut de se baser sur des interprétations subjectives. Ce ne sont donc pas des sciences selon Popper. Pourtant, une approche scientifique ouvrant le débat objectivement et avec des arguments fondés peut permettre à ces pseudo sciences d'être considérées comme telles (cf : ex la philosophie).
",,,https://upload.wikimedia.org/wikipedia/commons/4/43/Karl_Popper.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,
XXe siecle,Austro-hongrois/Autrichien/Britannique,Karl Popper,"3 mondes: Pour Popper, il existe trois mondes : 1-le monde physique, 2-le monde des consciences subjectives et 3-le monde des consciences objectives. C'est ce dernier sur lequel est basé la science et qui évolue sans cesse au gré de l'évolution du savoir humain. Pourtant, il distingue deux sociétés : les sociétés libérales et ouvertes (sociétés dans lesquelles les idées peuvent être réfutées) et les sociétés totalitaires (inverse). Il est favorable à la démocratie.",,,https://upload.wikimedia.org/wikipedia/commons/4/43/Karl_Popper.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,
XVIIIe siecle,Français,Louis de_Jaucourt,"Article Zzuéné - [Encyclopédie] : Dernier article de l'Encyclopédie. Il y est décrit la victoire de la raison sur le sophisme. Il cite Bacon prédisant les Lumières : ""Alors il s'élèvera de la basse région des sophistes et des jaloux un essaim nébuleux, qui, voyant ces aigles planer dans les airs et ne pouvant ni suivre ni arrêter leur vol rapide, s'efforcera par de vains croasssements de décrier leur entreprise et leur triomphe"".
[Encyclopédie] - Article Socratique: Fait l'apologie de la sagesse et de la philosophie en contant l'histoire de Socrate
""La sagesse est la santé de l'âme""
""L'ignominie est retombée sur ceux qui l'ont condamné""Article Flagellant - Encyclopédie: Exprime que la philosophie du XVIII saura arriver au bout de cette pratique par la raison
Article Coqueluche - Encyclopédie: Jaucourt compare l'expension des idées sombres religieuses a une épidémie",,,https://upload.wikimedia.org/wikipedia/commons/0/08/Le_marquis_de_Jaucourt%2C_pair_de_France.jpg,,,x,,,,,,,,,,,,,,,,,,x,,,,,,,,,x,,,,,,,,
XIXe siecle,Britannique/Autrichien,Ludwig Wittgenstein,La philosophie n'est pas métaphysique mais un outil à penser. La logique se matérialise par le langage. Le seul moyen d'accéder à la vérité est le langage de l'image : il décrit les faits. La philosophie est la clarification du langage. Tout problème ou controverse philosophique a une origine linguistique par des jeux de langages différents.,,,https://upload.wikimedia.org/wikipedia/commons/a/ab/Ludwig_Wittgenstein.jpg,,,,,,,,,,,,,,,,x,,,x,,x,,,x,,,,,,,,,,,,,,
XIXe siecle,Allemand,Martin Heidegger,"Inauthenticité: etre inauthentique, c'est s'échapper à soi même, se dissimuler de son être véritable. Le sujet se réfugie dans les habitudes ou la banalité du quotidien, univers facile d'où triomphe le ""on"", sans personnalité. 
L'Être désigne chez Heidegger la source spirituelle fondamentale de toute chose. Le moteur du moi. C'est ce qui caractérise l'homme. 
L'étant: au contraire, l'étant signifie l'existant, le fait d'exister maintenant, tout de suite. Il cherche à refouler l'Être. La seule façon pour l'homme d'échapper à cette perdition (""la réalité humaine"") et à l'angoisse (""la banalité du quotidien""), c'est de faire preuve d'authenticité. L'homme s'affranchira de l'illusion du ""on"" et accédera à sa véritable essence. La ""réalité humaine"" se perd dans ""la banalité quotidienne"".
Le Dasein: L'Être et le Temps: En allemand, ""être-là"" ou ""réalité humaine"". 2 sens : le premier c'est la désignation de l'existence et le second est l'être lui-même. Il renvoit au sujet qui ne coïncide jamais avec lui-même. C'est un souci permanent, comme une sensation de tomber en avant sans arrêt. Cela conduit à l'angoisse.Inauthenticité: etre inauthentique, c'est s'échapper à soi même, se dissimuler de son être véritable. Le sujet se réfugie dans les habitudes ou la banalité du quotidien, univers facile d'où triomphe le ""on"", sans personnalité. 
L'Être Désigne chez Heidegger la source spirituelle fondamentale de toute chose. Le moteur du moi. C'est ce qui caractérise l'homme. 
L'étant: au contraire, l'étant signifie l'existant, le fait d'exister maintenant, tout de suite. Il cherche à refouler l'Être.Pour Heidegger, la technique est l'opposé à la spiritualité. Elle permet à l'homme d'échapper plus facilement à l'Être et favorise une certaine crise identitaire présente dans les sociétés occidentales.",,,https://upload.wikimedia.org/wikipedia/commons/6/6a/Heidegger_color_picture.jpg,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,
